Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Latitude,Longitude,Order City,Order Country,Order State
24650,2016-01-01 19:38:00,Standard Class,6,4,Shipping canceled,0,18.21486473,-66.37058258,Nellore,India,Andhra Pradesh
30328,2016-03-22 16:53:00,Standard Class,4,4,Shipping canceled,0,18.26819038,-66.37055969,Manukau City,Nueva Zelanda,Auckland
23302,2015-12-10 03:22:00,Standard Class,3,4,Shipping canceled,0,18.24350929,-66.37060547,Semarang,Indonesia,Java Central
28677,2016-02-26 14:28:00,Standard Class,3,4,Shipping canceled,0,18.25714684,-66.37049866,Albany,Australia,Australia Occidental
30728,2016-03-28 13:02:00,Standard Class,4,4,Shipping canceled,0,18.27892113,-66.37059784,Mount Isa,Australia,Queensland
37718,2016-07-08 13:56:00,Standard Class,4,4,Shipping canceled,0,18.24287796,-66.3705368,Tulsa,Estados Unidos,Oklahoma
34977,2016-05-28 13:39:00,Standard Class,3,4,Shipping canceled,0,18.21440888,-66.37060547,Clinton,Estados Unidos,Maryland
40138,2016-08-12 21:46:00,Standard Class,4,4,Shipping canceled,0,18.26856232,-66.37062073,San Francisco,Estados Unidos,California
40776,2016-08-20 05:17:00,Standard Class,2,4,Shipping canceled,0,18.22846603,-66.37055969,Oswego,Estados Unidos,Illinois
39582,2016-08-03 18:59:00,Standard Class,3,4,Shipping canceled,0,18.23033524,-66.37052918,Saint Charles,Estados Unidos,Illinois
34284,2016-05-20 10:51:00,Standard Class,5,4,Shipping canceled,0,18.21414375,-66.37052155,Columbus,Estados Unidos,Georgia
41142,2016-08-26 13:31:00,Standard Class,3,4,Shipping canceled,0,18.27130318,-66.37051392,Decatur,Estados Unidos,Illinois
41287,2016-08-28 16:19:00,Standard Class,3,4,Shipping canceled,0,18.27407646,-66.37063599,Costa Mesa,Estados Unidos,California
35651,2016-06-06 09:46:00,Standard Class,2,4,Shipping canceled,0,18.28738976,-66.3705368,Asheville,Estados Unidos,Carolina del Norte
41287,2016-08-28 16:19:00,Standard Class,3,4,Shipping canceled,0,18.27407646,-66.37063599,Costa Mesa,Estados Unidos,California
32566,2016-04-22 08:58:00,Standard Class,2,4,Advance shipping,0,18.27091599,-66.37056732,Florence,Estados Unidos,Alabama
39300,2016-08-02 16:11:00,Standard Class,6,4,Late delivery,1,18.26225281,-66.37060547,Lowell,Estados Unidos,Massachusetts
40654,2016-08-21 10:33:00,Standard Class,5,4,Late delivery,1,18.22509575,-66.37060547,New York City,Estados Unidos,Nueva York
39551,2016-08-02 08:07:00,Standard Class,2,4,Advance shipping,0,18.26065254,-66.37051392,Seattle,Estados Unidos,Washington
35389,2016-06-05 13:59:00,Standard Class,5,4,Late delivery,1,18.26229858,-66.37057495,Akron,Estados Unidos,Ohio
32257,2016-04-18 20:42:00,Standard Class,3,4,Advance shipping,0,18.22583389,-66.0473938,San Francisco,Estados Unidos,California
49031,2016-12-18 17:23:00,Standard Class,2,4,Advance shipping,0,18.29667473,-66.37059784,London,Canada,Ontario
49031,2016-12-18 17:23:00,Standard Class,2,4,Advance shipping,0,18.29667473,-66.37059784,London,Canada,Ontario
32224,2016-04-20 09:09:00,Standard Class,5,4,Late delivery,1,18.22941971,-66.3705368,Springfield,Estados Unidos,Virginia
38411,2016-07-16 16:44:00,Standard Class,2,4,Advance shipping,0,18.2335434,-66.37056732,Henderson,Estados Unidos,Nevada
48282,2016-12-08 18:59:00,Standard Class,3,4,Advance shipping,0,18.23215866,-66.37059021,North York,Canada,Ontario
40949,2016-08-25 17:54:00,Standard Class,5,4,Late delivery,1,18.21603775,-66.37062073,Los Angeles,Estados Unidos,California
31917,2016-04-13 21:35:00,Standard Class,3,4,Advance shipping,0,18.26818085,-66.37050629,New York City,Estados Unidos,Nueva York
39991,2016-08-08 18:16:00,Standard Class,2,4,Advance shipping,0,18.29504013,-66.37051392,Grand Rapids,Estados Unidos,Michigan
44802,2016-10-18 23:47:00,Standard Class,3,4,Advance shipping,0,18.20602417,-66.37055969,Mississauga,Canada,Ontario
40766,2016-08-20 01:47:00,Standard Class,2,4,Advance shipping,0,18.22518158,-66.37060547,New York City,Estados Unidos,Nueva York
36495,2016-06-22 17:28:00,Standard Class,6,4,Late delivery,1,18.29329681,-66.37059784,Round Rock,Estados Unidos,Texas
37945,2016-07-13 21:28:00,Standard Class,6,4,Late delivery,1,18.20235252,-66.37060547,Arlington,Estados Unidos,Texas
32257,2016-04-18 20:42:00,Standard Class,3,4,Advance shipping,0,18.22583389,-66.0473938,San Francisco,Estados Unidos,California
33058,2016-05-01 13:20:00,Standard Class,4,4,Shipping on time,0,18.25808144,-66.37052155,San Diego,Estados Unidos,California
40766,2016-08-20 01:47:00,Standard Class,2,4,Advance shipping,0,18.22518158,-66.37060547,New York City,Estados Unidos,Nueva York
36840,2016-06-27 18:20:00,Standard Class,6,4,Late delivery,1,18.24239731,-66.37058258,Tucson,Estados Unidos,Arizona
31302,2016-04-04 22:08:00,Standard Class,3,4,Advance shipping,0,18.24479485,-66.37050629,Los Angeles,Estados Unidos,California
44802,2016-10-18 23:47:00,Standard Class,3,4,Advance shipping,0,18.20602417,-66.37055969,Mississauga,Canada,Ontario
31738,2016-04-12 06:53:00,Standard Class,4,4,Shipping on time,0,18.24116325,-66.37058258,Detroit,Estados Unidos,Michigan
35393,2016-06-04 15:23:00,Standard Class,4,4,Shipping on time,0,18.26065254,-66.37051392,Minneapolis,Estados Unidos,Minnesota
39081,2016-07-26 11:27:00,Standard Class,2,4,Advance shipping,0,18.22526169,-66.37052918,Charlotte,Estados Unidos,Carolina del Norte
40716,2016-08-19 08:16:00,Standard Class,2,4,Advance shipping,0,18.4360466,-66.47956848,Houston,Estados Unidos,Texas
41612,2016-09-02 10:11:00,Standard Class,3,4,Advance shipping,0,18.23555565,-66.37051392,Windsor,Canada,Ontario
36298,2016-06-17 20:27:00,Standard Class,4,4,Shipping on time,0,18.22380447,-66.04721832,Newport News,Estados Unidos,Virginia
40634,2016-08-21 03:32:00,Standard Class,5,4,Late delivery,1,18.25383186,-66.37055969,San Francisco,Estados Unidos,California
35393,2016-06-04 15:23:00,Standard Class,4,4,Shipping on time,0,18.26065254,-66.37051392,Minneapolis,Estados Unidos,Minnesota
36654,2016-06-24 01:10:00,Standard Class,5,4,Late delivery,1,18.28951263,-66.37060547,San Francisco,Estados Unidos,California
36636,2016-06-20 18:52:00,Standard Class,2,4,Advance shipping,0,18.25558472,-66.37059021,Oceanside,Estados Unidos,Nueva York
47796,2016-11-30 16:43:00,Standard Class,2,4,Advance shipping,0,36.85575485,-121.6410446,Surrey,Canada,Columbia británica
35266,2016-05-31 18:54:00,Standard Class,2,4,Advance shipping,0,18.39179802,-66.10529327,San Antonio,Estados Unidos,Texas
34089,2016-05-17 14:32:00,Standard Class,5,4,Late delivery,1,18.29493904,-66.37056732,Omaha,Estados Unidos,Nebraska
50571,2017-01-10 04:55:00,Standard Class,2,4,Advance shipping,0,18.22779083,-66.37057495,North York,Canada,Ontario
46744,2016-11-18 08:09:00,Standard Class,5,4,Late delivery,1,18.24758911,-66.02526856,North York,Canada,Ontario
36894,2016-06-27 13:15:00,Standard Class,5,4,Late delivery,1,18.25181198,-66.37055206,Baltimore,Estados Unidos,Maryland
39241,2016-07-28 19:31:00,Standard Class,2,4,Advance shipping,0,18.24607849,-66.37060547,Dallas,Estados Unidos,Texas
46992,2016-11-19 23:02:00,Standard Class,3,4,Advance shipping,0,18.27350235,-66.37060547,Calgary,Canada,Alberta
32277,2016-04-19 03:43:00,Standard Class,3,4,Advance shipping,0,18.20364761,-66.37063599,New York City,Estados Unidos,Nueva York
47796,2016-11-30 16:43:00,Standard Class,2,4,Advance shipping,0,36.85575485,-121.6410446,Surrey,Canada,Columbia británica
36636,2016-06-20 18:52:00,Standard Class,2,4,Advance shipping,0,18.25558472,-66.37059021,Oceanside,Estados Unidos,Nueva York
39498,2016-08-03 13:33:00,Standard Class,4,4,Shipping on time,0,18.27148628,-66.37052155,New York City,Estados Unidos,Nueva York
37182,2016-06-29 18:09:00,Standard Class,3,4,Advance shipping,0,18.21206093,-66.37055206,San Francisco,Estados Unidos,California
40647,2016-08-19 08:06:00,Standard Class,3,4,Advance shipping,0,18.2750473,-66.37056732,Seattle,Estados Unidos,Washington
32462,2016-04-21 20:32:00,Standard Class,3,4,Advance shipping,0,18.28893089,-66.37051392,Jackson,Estados Unidos,Michigan
31410,2016-04-09 11:58:00,Standard Class,6,4,Late delivery,1,18.29050446,-66.37050629,Columbus,Estados Unidos,Ohio
31957,2016-04-14 11:36:00,Standard Class,3,4,Advance shipping,0,18.24873543,-66.37060547,Arlington,Estados Unidos,Texas
36837,2016-06-24 17:17:00,Standard Class,3,4,Advance shipping,0,18.29528809,-66.37055206,Chicago,Estados Unidos,Illinois
37675,2016-07-09 22:52:00,Standard Class,6,4,Late delivery,1,18.24798775,-66.37058258,Waterbury,Estados Unidos,Connecticut
32536,2016-04-21 22:27:00,Standard Class,2,4,Advance shipping,0,18.28711319,-66.37057495,Seattle,Estados Unidos,Washington
31336,2016-04-04 10:02:00,Standard Class,2,4,Shipping canceled,0,18.22172546,-66.37059021,Houston,Estados Unidos,Texas
32846,2016-04-26 11:03:00,Standard Class,2,4,Shipping canceled,0,18.24253082,-66.3706131,New York City,Estados Unidos,Nueva York
35083,2016-05-31 02:47:00,Standard Class,4,4,Shipping canceled,0,18.29262734,-66.37062836,Los Angeles,Estados Unidos,California
39036,2016-07-25 19:41:00,Standard Class,2,4,Shipping canceled,0,18.28951263,-66.37051392,San Francisco,Estados Unidos,California
37493,2016-07-05 07:07:00,Standard Class,4,4,Shipping canceled,0,18.24539948,-66.37055206,Philadelphia,Estados Unidos,Pensilvania
33619,2016-05-10 17:52:00,Standard Class,5,4,Shipping canceled,0,18.25436783,-66.37055206,Henderson,Estados Unidos,Kentucky
31797,2016-04-12 03:33:00,Standard Class,3,4,Shipping canceled,0,18.22013664,-66.3705368,Parker,Estados Unidos,Colorado
31797,2016-04-12 03:33:00,Standard Class,3,4,Shipping canceled,0,18.22013664,-66.3705368,Parker,Estados Unidos,Colorado
32594,2016-04-25 18:46:00,Standard Class,5,4,Shipping canceled,0,18.2294445,-66.37059021,Fairfield,Estados Unidos,California
34103,2016-05-16 19:26:00,Standard Class,4,4,Shipping canceled,0,18.24120712,-66.37050629,Seattle,Estados Unidos,Washington
37048,2016-06-28 19:12:00,Standard Class,4,4,Shipping canceled,0,18.20330429,-66.37052155,San Diego,Estados Unidos,California
36344,2016-06-19 12:34:00,Standard Class,5,4,Shipping canceled,0,18.23214531,-66.37058258,Los Angeles,Estados Unidos,California
31336,2016-04-04 10:02:00,Standard Class,2,4,Shipping canceled,0,18.22172546,-66.37059021,Houston,Estados Unidos,Texas
46495,2016-11-11 16:55:00,First Class,2,1,Late delivery,1,18.21938515,-66.37051392,Cape Town,SudAfrica,Cabo Occidental
50236,2017-01-05 07:33:00,First Class,2,1,Late delivery,1,18.2917347,-66.3705368,Fayún,Egipto,Fayún
69890,2017-10-19 05:13:00,First Class,2,1,Late delivery,1,18.24061585,-66.03705597,Bournemouth,Reino Unido,Inglaterra
48329,2016-12-08 11:27:00,First Class,2,1,Late delivery,1,18.22459602,-66.37060547,Dnipropetrovsk,Ucrania,Dnipropetrovsk
18160,2015-09-25 01:54:00,First Class,2,1,Late delivery,1,18.29652023,-66.04867554,Turin,Italia,Piamonte
18160,2015-09-25 01:54:00,First Class,2,1,Late delivery,1,18.29652023,-66.04867554,Turin,Italia,Piamonte
18154,2015-09-24 23:48:00,First Class,2,1,Late delivery,1,18.219347,-66.37052918,Courbevoie,Francia,Isla de Francia
10394,2015-06-03 17:07:00,First Class,2,1,Late delivery,1,18.24758339,-66.02545166,Argentan,Francia,Normandía
20029,2015-10-22 08:42:00,First Class,2,1,Late delivery,1,18.28677559,-66.37055969,Cognac,Francia,Aquitania-Lemosín-Poitou-Charentes
66423,2017-08-29 14:35:00,First Class,2,1,Late delivery,1,18.24442673,-66.37057495,Turin,Italia,Piamonte
15338,2015-08-14 21:14:00,First Class,2,1,Late delivery,1,18.26193428,-66.37062836,Stuttgart,Alemania,Baden-Wurtemberg
71192,2017-11-07 05:22:00,First Class,2,1,Late delivery,1,18.24125481,-66.03705597,La Baule-Escoublac,Francia,Países del Loira
17279,2015-09-12 05:15:00,First Class,2,1,Late delivery,1,18.22187233,-66.37062836,Saint-Michel-sur-Orge,Francia,Isla de Francia
64951,2017-08-08 02:52:00,First Class,2,1,Late delivery,1,18.28461838,-66.37059021,Saint-Malo,Francia,Bretaña
16477,2015-08-31 12:16:00,First Class,2,1,Late delivery,1,18.25045776,-66.3705368,Ghent,Bélgica,Flanders Oriental
16477,2015-08-31 12:16:00,First Class,2,1,Late delivery,1,18.25045776,-66.3705368,Ghent,Bélgica,Flanders Oriental
14003,2015-07-26 09:31:00,First Class,2,1,Late delivery,1,18.35902596,-66.07792664,Rome,Italia,Lacio
16477,2015-08-31 12:16:00,First Class,2,1,Late delivery,1,18.25045776,-66.3705368,Ghent,Bélgica,Flanders Oriental
18763,2015-10-03 21:09:00,First Class,2,1,Late delivery,1,18.22832108,-66.37055206,Montpellier,Francia,Languedoc-Rosellón-Mediodía-Pirineos
14621,2015-08-04 10:02:00,First Class,2,1,Late delivery,1,18.23153114,-66.3705368,Maisons-Alfort,Francia,Isla de Francia
15338,2015-08-14 21:14:00,First Class,2,1,Late delivery,1,18.26193428,-66.37062836,Stuttgart,Alemania,Baden-Wurtemberg
15369,2015-08-15 08:05:00,First Class,2,1,Late delivery,1,18.25856972,-66.37050629,Hamburgo,Alemania,Hamburgo
70022,2017-10-21 03:28:00,First Class,2,1,Late delivery,1,18.29995346,-66.03705597,Cholet,Francia,Países del Loira
15480,2015-08-16 22:58:00,First Class,2,1,Late delivery,1,18.2051239,-66.37062073,Estocolmo,Suecia,Estocolmo
64765,2017-08-05 09:42:00,First Class,2,1,Late delivery,1,18.22066879,-66.37062836,Trier,Alemania,Renania-Palatinado
64765,2017-08-05 09:42:00,First Class,2,1,Late delivery,1,18.22066879,-66.37062836,Trier,Alemania,Renania-Palatinado
14003,2015-07-26 09:31:00,First Class,2,1,Late delivery,1,18.35902596,-66.07792664,Rome,Italia,Lacio
63141,2017-07-12 16:45:00,Standard Class,2,4,Advance shipping,0,40.83815384,-73.87194824,Mulhouse,Francia,Alsacia-Champaña-Ardenas-Lorena
66665,2017-09-06 03:22:00,Standard Class,6,4,Late delivery,1,41.92736816,-70.7484436,Amsterdam,Países Bajos,Holanda Septentrional
17834,2015-09-23 07:41:00,Standard Class,5,4,Late delivery,1,42.42877197,-82.98252869,Vannes,Francia,Bretaña
68647,2017-10-02 01:45:00,Standard Class,3,4,Advance shipping,0,40.35742188,-74.64842224,Bochum,Alemania,Renania del Norte-Westfalia
18247,2015-09-27 08:23:00,Standard Class,3,4,Advance shipping,0,33.30517578,-111.9684448,Solihull,Reino Unido,Inglaterra
20047,2015-10-23 15:00:00,Standard Class,3,4,Advance shipping,0,33.98547363,-118.3382416,Palermo,Italia,Sicilia
61825,2017-06-27 11:42:00,Standard Class,6,4,Late delivery,1,32.80217743,-116.9388351,Perpignan,Francia,Languedoc-Rosellón-Mediodía-Pirineos
14774,2015-08-09 15:38:00,Standard Class,5,4,Late delivery,1,44.95698166,-93.06536865,Trier,Alemania,Renania-Palatinado
15376,2015-08-15 10:32:00,Standard Class,2,4,Advance shipping,0,40.03102875,-83.13726807,Amsterdam,Países Bajos,Holanda Septentrional
43578,2016-10-02 02:57:00,Standard Class,4,4,Shipping on time,0,30.1652298,-81.72342682,Ufa,Rusia,Bashkortostán
67387,2017-09-13 16:19:00,Standard Class,3,4,Advance shipping,0,40.61753464,-73.94441223,Milan,Italia,Lombardía
17386,2015-09-13 18:44:00,Standard Class,2,4,Advance shipping,0,32.77589798,-96.68588257,Madrid,España,Madrid
12235,2015-07-04 14:06:00,Standard Class,6,4,Late delivery,1,38.98765183,-76.98097229,Mougins,Francia,Provenza-Alpes-Costa Azul
67114,2017-09-11 16:40:00,Standard Class,5,4,Late delivery,1,36.82581329,-121.6408463,Lowestoft,Reino Unido,Inglaterra
42112,2016-09-09 17:21:00,Standard Class,3,4,Advance shipping,0,41.97568893,-87.69367981,Kumanovo,Macedonia,Kumanovo
62463,2017-07-04 19:13:00,Standard Class,4,4,Shipping on time,0,43.01396942,-78.87906647,Nantes,Francia,Países del Loira
67702,2017-09-18 06:40:00,Standard Class,3,4,Advance shipping,0,35.18754196,-101.8676224,Athis-Mons,Francia,Isla de Francia
62713,2017-07-08 10:48:00,Standard Class,4,4,Shipping on time,0,46.80438995,-100.7311554,Almelo,Países Bajos,Overijssel
11025,2015-06-16 22:11:00,Standard Class,6,4,Late delivery,1,33.76404572,-84.25080872,Odense,Dinamarca,Dinamarca Meridional
42112,2016-09-09 17:21:00,Standard Class,3,4,Advance shipping,0,41.97568893,-87.69367981,Kumanovo,Macedonia,Kumanovo
63712,2017-07-22 00:48:00,Standard Class,3,4,Advance shipping,0,36.15671158,-120.3462524,Hasselt,Bélgica,Limburgo
14178,2015-07-30 22:50:00,Standard Class,4,4,Shipping on time,0,25.87724495,-80.33294678,Clamart,Francia,Isla de Francia
67458,2017-09-15 17:11:00,Standard Class,4,4,Shipping on time,0,33.80156326,-117.8990173,Frankfurt,Alemania,Hesse
65506,2017-08-16 05:19:00,Standard Class,2,4,Advance shipping,0,28.57764053,-81.44708252,Bergheim,Alemania,Renania del Norte-Westfalia
43441,2016-09-28 02:58:00,Standard Class,2,4,Advance shipping,0,40.6416893,-74.01692963,Astracán,Rusia,Astracán
46523,2016-11-14 02:43:00,Standard Class,4,4,Shipping on time,0,29.47656632,-98.579216,Lublin,Polonia,Lublin
16233,2015-08-29 22:47:00,Standard Class,4,4,Shipping on time,0,40.03164673,-75.12759399,Redditch,Reino Unido,Inglaterra
17952,2015-09-23 01:02:00,Standard Class,3,4,Advance shipping,0,33.86135101,-118.1989517,Barcelona,España,Cataluña
13152,2015-07-14 23:22:00,Standard Class,3,4,Advance shipping,0,38.48671341,-121.459343,Rotterdam,Países Bajos,Holanda Meridional
10658,2015-06-09 13:37:00,Standard Class,4,4,Shipping on time,0,34.26791382,-118.6712112,Herford,Alemania,Renania del Norte-Westfalia
49875,2017-01-04 01:05:00,Standard Class,6,4,Late delivery,1,33.72855759,84.74267578,Kaliningrado,Rusia,Kaliningrado
65022,2017-08-10 03:45:00,Standard Class,3,4,Advance shipping,0,39.27961731,-76.71038055,Tamworth,Reino Unido,Inglaterra
16850,2015-09-09 22:57:00,Standard Class,6,4,Late delivery,1,41.7158165,-87.7405777,Mulhouse,Francia,Alsacia-Champaña-Ardenas-Lorena
65162,2017-08-12 04:48:00,Standard Class,3,4,Advance shipping,0,36.04153061,-114.9654922,Augsburg,Alemania,Bavaria
15576,2015-08-18 08:36:00,Standard Class,2,4,Advance shipping,0,34.63919449,-120.477684,Copenhagen,Dinamarca,Región Capital
64037,2017-07-26 18:39:00,Standard Class,3,4,Advance shipping,0,36.24917603,-115.0396881,Bergamo,Italia,Lombardía
17267,2015-09-13 01:02:00,Standard Class,3,4,Advance shipping,0,39.65353012,-78.76384735,Foggia,Italia,Apulia
16155,2015-08-30 19:27:00,Standard Class,6,4,Late delivery,1,35.82094193,-90.63130951,Heilbronn,Alemania,Baden-Wurtemberg
62692,2017-07-07 03:26:00,Standard Class,3,4,Advance shipping,0,33.30039215,-111.8709564,Mainz,Alemania,Renania-Palatinado
61913,2017-06-26 18:31:00,Standard Class,4,4,Shipping on time,0,40.73361969,-84.13384247,Halle,Alemania,Renania del Norte-Westfalia
49674,2016-12-31 02:39:00,Standard Class,5,4,Late delivery,1,25.94878006,-80.28707886,Kryvyy Rih,Ucrania,Dnipropetrovsk
67415,2017-09-17 02:07:00,Standard Class,6,4,Late delivery,1,30.49506187,-84.24580383,London,Reino Unido,Inglaterra
18181,2015-09-25 09:15:00,Standard Class,2,4,Advance shipping,0,42.01670456,-88.26392365,Kilwinning,Reino Unido,Escocia
68284,2017-09-28 18:34:00,Standard Class,5,4,Late delivery,1,30.62633896,-96.34606934,Vila Nova de Gaia,Portugal,Porto
15202,2015-08-13 21:35:00,Standard Class,3,4,Advance shipping,0,34.10591126,-118.1196442,Vannes,Francia,Bretaña
66400,2017-09-02 06:31:00,Standard Class,6,4,Late delivery,1,42.39984894,-83.05892944,Amsterdam,Países Bajos,Holanda Septentrional
19168,2015-10-11 19:03:00,Standard Class,4,4,Shipping on time,0,42.5804596,-83.15601349,Mulhouse,Francia,Alsacia-Champaña-Ardenas-Lorena
20124,2015-10-26 17:59:00,Standard Class,5,4,Late delivery,1,30.47071457,-97.64977264,Reims,Francia,Alsacia-Champaña-Ardenas-Lorena
49190,2016-12-25 01:05:00,Standard Class,6,4,Late delivery,1,32.80532837,-96.62866211,Cheliábinsk,Rusia,Cheliábinsk
64495,2017-08-05 11:07:00,Standard Class,6,4,Late delivery,1,41.47653961,-81.72341919,London,Reino Unido,Inglaterra
12442,2015-07-04 14:38:00,Standard Class,3,4,Advance shipping,0,35.8944664,-97.57640839,Stockton-on-Tees,Reino Unido,Inglaterra
64533,2017-08-04 00:26:00,Standard Class,4,4,Shipping on time,0,37.44713593,-121.9091797,Elx,España,Valenciana
62854,2017-07-11 12:12:00,Standard Class,5,4,Late delivery,1,35.06880951,-89.9284668,Las Rozas de Madrid,España,Madrid
10658,2015-06-09 13:37:00,Standard Class,4,4,Shipping on time,0,34.26791382,-118.6712112,Herford,Alemania,Renania del Norte-Westfalia
62161,2017-06-28 09:25:00,Standard Class,2,4,Advance shipping,0,34.06631851,-117.8853378,Fontaine,Francia,Auvernia-Ródano-Alpes
